Item No.,Description,Current Unit Cost (LCY),Item Replenishment System,Base Unit of Measure,Production BOM No.,Status,Type,No.,Description1,Quantity per,BOM Unit of Measure Code,Line Item Replenishment System,BOM Unit Cost (LCY)
2201,BSEN SHEET CODE 5 (2.24MM) 1200MM X 400MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2202,BSEN SHEET CODE 5 (2.24MM) 1200MM X 590MM,32.72,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2203,BSEN SHEET CODE 5 (2.24MM) 1200MM X 60MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2204,BSEN SHEET CODE 5 (2.24MM) 1390MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2205,BSEN SHEET CODE 5 (2.24MM) 1490MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2206,BSEN SHEET CODE 5 (2.24MM) 1580MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2207,BSEN SHEET CODE 5 (2.24MM) 1600MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2208,BSEN SHEET CODE 5 (2.24MM) 1680MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2209,BSEN SHEET CODE 5 (2.24MM) 1690MM X 640MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2210,BSEN SHEET CODE 5 (2.24MM) 1780MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2211,BSEN SHEET CODE 5 (2.24MM) 1990MM X 390MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2212,BSEN SHEET CODE 5 (2.24MM) 2000MM X 150MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2213,BSEN SHEET CODE 5 (2.24MM) 2000MM X 590MM,54.54,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2214,BSEN SHEET CODE 5 (2.24MM) 2075MM X 210MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2215,BSEN SHEET CODE 5 (2.24MM) 2075MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2216,BSEN SHEET CODE 5 (2.24MM) 2090MM X 290MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2217,BSEN SHEET CODE 5 (2.24MM) 2090MM X 390MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2218,BSEN SHEET CODE 5 (2.24MM) 2090MM X 490MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2219,BSEN SHEET CODE 5 (2.24MM) 2090MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2220,BSEN SHEET CODE 5 (2.24MM) 2100MM X 1220MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2221,BSEN SHEET CODE 5 (2.24MM) 2100MM X 850MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2223,BSEN SHEET CODE 5 (2.24MM) 2150MM X 1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2224,BSEN SHEET CODE 5 (2.24MM) 2190MM X 390MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2225,BSEN SHEET CODE 5 (2.24MM) 2190MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2226,BSEN SHEET CODE 5 (2.24MM) 2200MM X 1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2227,BSEN SHEET CODE 5 (2.24MM) 2200MM X 400MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2228,BSEN SHEET CODE 5 (2.24MM) 2200MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2229,BSEN SHEET CODE 5 (2.24MM) 2200MM X 920MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2230,BSEN SHEET CODE 5 (2.24MM) 2290MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2231,BSEN SHEET CODE 5 (2.24MM) 2400MM X 1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2232,BSEN SHEET CODE 5 (2.24MM) 2400MM X 100MM,0.00,Prod. Order,EA,2232,Under Development,Item,1015,BSEN SHEET CODE 5 (2.24MM) 2390MM X 590MM,6.,EA,Purchase,68.55
2233,BSEN SHEET CODE 5 (2.24MM) 2400MM X 1200MM,142.89,Purchase,EA,2233,Certified,Item,2083,BSEN BLOCK,73.16,KG,Purchase,0.00
2235,BSEN SHEET CODE 5 (2.24MM) 2400MM X 1600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2236,BSEN SHEET CODE 5 (2.24MM) 2400MM X 536MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2237,BSEN SHEET CODE 5 (2.24MM) 2400MM X 60MM,0.00,Prod. Order,EA,2237,Certified,Item,2235,BSEN SHEET CODE 5 (2.24MM) 2400MM X 1600MM,0.04,EA,Purchase,0.00
2238,BSEN SHEET CODE 5 (2.24MM) 2400MM X 620MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2239,BSEN SHEET CODE 5 (2.24MM) 2430MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2240,BSEN SHEET CODE 5 (2.24MM) 2440MM X 460MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2241,BSEN SHEET CODE 5 (2.24MM) 2440MM X 536MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2242,BSEN SHEET CODE 5 (2.24MM) 2490MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2243,BSEN SHEET CODE 5 (2.24MM) 2600MM X 1070MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2244,BSEN SHEET CODE 5 (2.24MM) 2600MM X 850MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2245,BSEN SHEET CODE 5 (2.24MM) 2690MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2246,BSEN SHEET CODE 5 (2.24MM) 3000MM X 100MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2247,BSEN SHEET CODE 5 (2.24MM) 3000MM X 1200MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2249,BSEN SHEET CODE 5 (2.24MM) 3000MM X 1600MM,221.80,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2250,BSEN SHEET CODE 5 (2.24MM) 3000MM X 450MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2251,BSEN SHEET CODE 5 (2.24MM) 3000MM X 950MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2252,BSEN SHEET CODE 5 (2.24MM) 3500MM X 1600MM,258.16,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2253,BSEN SHEET CODE 5 (2.24MM) 3800MM X 100MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2254,BSEN SHEET CODE 5 (2.24MM) 3800MM X 150MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2255,BSEN SHEET CODE 5 (2.24MM) 3800MM X 60MM,0.00,Prod. Order,EA,2255,Certified,Item,1231,BSEN SHEET CODE 5 (2.24MM) 3800MM X 1600MM,0.04,EA,Purchase,308.00
2256,BSEN SHEET CODE 5 (2.24MM) 4000MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2257,BSEN SHEET CODE 5 (2.24MM) 5000MM X 100MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2258,BSEN SHEET CODE 5 (2.24MM) 5000MM X 60MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2259,BSEN SHEET CODE 5 (2.24MM) 590MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2260,BSEN SHEET CODE 5 (2.24MM) 6000MM X 130MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2261,BSEN SHEET CODE 5 (2.24MM) 6000MM X 300MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2262,BSEN SHEET CODE 5 (2.24MM) 6000MM X 450MM,0.00,Prod. Order,EA,2262,Certified,Item,1017,BSEN SHEET CODE 5 (2.24MM) 6000MM X 1600MM,0.333,EA,Purchase,463.78
2263,BSEN SHEET CODE 5 (2.24MM) 6000MM X 70MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2265,BSEN SHEET CODE 5 (2.24MM) 990MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2266,BSEN SHEET CODE 6 (2.65MM) 1145MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2267,BSEN SHEET CODE 6 (2.65MM) 1180MM X 540MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2268,BSEN SHEET CODE 6 (2.65MM) 1190MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2269,BSEN SHEET CODE 6 (2.65MM) 1490MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2270,BSEN SHEET CODE 6 (2.65MM) 1540MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2271,BSEN SHEET CODE 6 (2.65MM) 1580MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2272,BSEN SHEET CODE 6 (2.65MM) 1780MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2273,BSEN SHEET CODE 6 (2.65MM) 1800MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2274,BSEN SHEET CODE 6 (2.65MM) 1925MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2275,BSEN SHEET CODE 6 (2.65MM) 2040MM X 920MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2276,BSEN SHEET CODE 6 (2.65MM) 2072MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2277,BSEN SHEET CODE 6 (2.65MM) 2100MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2279,BSEN SHEET CODE 6 (2.65MM) 2150MM X 1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2280,BSEN SHEET CODE 6 (2.65MM) 2190MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2281,BSEN SHEET CODE 6 (2.65MM) 2310MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2282,BSEN SHEET CODE 6 (2.65MM) 2400MM X 1200MM,170.29,Purchase,EA,2282,Certified, ,,,0.,,Purchase,0.00
2283,BSEN SHEET CODE 6 (2.65MM) 2400MM X 516MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2284,BSEN SHEET CODE 6 (2.65MM) 2400MM X 536MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2285,BSEN SHEET CODE 6 (2.65MM) 2400MM X 600MM,0.00,Purchase,EA,2285,Certified,Item,2083,BSEN BLOCK,43.27,KG,Purchase,0.00
2286,BSEN SHEET CODE 6 (2.65MM) 2400MM X 620MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2287,BSEN SHEET CODE 6 (2.65MM) 2430MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2288,BSEN SHEET CODE 6 (2.65MM) 2650MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2289,BSEN SHEET CODE 6 (2.65MM) 3000MM X 60MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2290,BSEN SHEET CODE 6 (2.65MM) 3127MM X 1559MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2291,BSEN SHEET CODE 6 (2.65MM) 3600MM X 100MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2292,BSEN SHEET CODE 6 (2.65MM) 3600MM X 60MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2293,BSEN SHEET CODE 6 (2.65MM) 3708MM X 1068MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2294,BSEN SHEET CODE 6 (2.65MM) 3776MM X 1050MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2295,BSEN SHEET CODE 6 (2.65MM) 3779MM X 438MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2296,BSEN SHEET CODE 6 (2.65MM) 5000MM X 300MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2297,BSEN SHEET CODE 6 (2.65MM) 5000MM X 500MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2298,BSEN SHEET CODE 6 (2.65MM) 6000MM X 130MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2299,BSEN SHEET CODE 6 (2.65MM) 6000MM X 180MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2300,BSEN SHEET CODE 6 (2.65MM) 6000MM X 250MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2301,BSENS-CD6-6000X350,114.53,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2302,BSEN SHEET CODE 6 (2.65MM) 6000MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2303,BSEN SHEET CODE 6 (2.65MM) 6000MM X 70MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2304,BSEN SHEET CODE 6 (2.65MM) 6000MM X 75MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2305,BSEN SHEET CODE 6 (2.65MM) 8200MM X 1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2306,BSEN SHEET CODE 6 (3.55MM) 3300MM X 825MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2307,BSEN SHEET CODE 6 (3.55MM) 3690MM X 1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2308,BSEN SHEET CODE 7 (3.15MM) 1100MM X 625MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2309,BSEN SHEET CODE 7 (3.15MM) 1237MM X 220MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2310,BSEN SHEET CODE 7 (3.15MM) 1237MM X 245MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2311,BSEN SHEET CODE 7 (3.15MM) 1295MM X 1070MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2312,BSEN SHEET CODE 7 (3.15MM) 1295MM X 183MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2313,BSEN SHEET CODE 7 (3.15MM) 1295MM X 290MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2314,BSEN SHEET CODE 7 (3.15MM) 1295MM X 587MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2315,BSEN SHEET CODE 7 (3.15MM) 1550MM X 1420MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2316,BSEN SHEET CODE 7 (3.15MM) 1600MM X 300MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2317,BSEN SHEET CODE 7 (3.15MM) 1600MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2318,BSEN SHEET CODE 7 (3.15MM) 1631MM X 1241MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2319,BSEN SHEET CODE 7 (3.15MM) 1670MM X 1520MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2320,BSEN SHEET CODE 7 (3.15MM) 1700MM X 500MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2321,BSEN SHEET CODE 7 (3.15MM) 1788MM X 374MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2322,BSEN SHEET CODE 7 (3.15MM) 1788MM X 970MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2323,BSEN SHEET CODE 7 (3.15MM) 1843MM X 367MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2324,BSEN SHEET CODE 7 (3.15MM) 1990MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2325,BSEN SHEET CODE 7 (3.15MM) 2100MM X 300MM,43.71,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2326,BSEN SHEET CODE 7 (3.15MM) 2150MM X 1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2327,BSEN SHEET CODE 7 (3.15MM) 2185MM X 1010MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2328,BSEN SHEET CODE 7 (3.15MM) 2185MM X 1144MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2329,BSEN SHEET CODE 7 (3.15MM) 2185MM X 539MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2330,BSEN SHEET CODE 7 (3.15MM) 2185MM X 580MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2331,BSEN SHEET CODE 7 (3.15MM) 2185MM X 643MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2332,BSEN SHEET CODE 7 (3.15MM) 2197MM X 542MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2333,BSEN SHEET CODE 7 (3.15MM) 2197MM X 631MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2334,BSEN SHEET CODE 7 (3.15MM) 2200MM X 140MM,0.00,Prod. Order,EA,2334,Certified,Item,3037,LEAD BOBBIN CD7,11.,KG,Purchase,0.00
2335,BSEN SHEET CODE 7 (3.15MM) 2200MM X 390MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2336,BSEN SHEET CODE 7 (3.15MM) 2200MM X 700MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2337,BSEN SHEET CODE 7 (3.15MM) 2200MM X 80MM,0.00,Prod. Order,EA,2337,Certified,Item,3037,LEAD BOBBIN CD7,6.,KG,Purchase,0.00
2338,BSEN SHEET CODE 7 (3.15MM) 2300MM X 700MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2339,BSEN SHEET CODE 7 (3.15MM) 2390MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2340,BSEN SHEET CODE 7 (3.15MM) 2400MM X 1200MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2341,BSEN SHEET CODE 7 (3.15MM) 2400MM X 428MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2342,BSEN SHEET CODE 7 (3.15MM) 2400MM X 460MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2343,BSEN SHEET CODE 7 (3.15MM) 2630MM X 1280MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2344,BSEN SHEET CODE 7 (3.15MM) 3000MM X 300MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2345,BSEN SHEET CODE 7 (3.15MM) 3000MM X 600MM,121.65,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2346,BSEN SHEET CODE 7 (3.15MM) 3000MM X 60MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2347,BSEN SHEET CODE 7 (3.15MM) 3000MM X 800MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2348,BSEN SHEET CODE 7 (3.15MM) 3400MM X 1130MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2349,BSEN SHEET CODE 7 (3.15MM) 6000MM X 150MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2350,BSEN SHEET CODE 7 (3.15MM) 6000MM X 1600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2351,BSEN SHEET CODE 7 (3.15MM) 6000MM X 300MM,121.65,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2352,BSEN SHEET CODE 7 (3.15MM) 6000MM X 60MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2353,BSEN SHEET CODE 8 (3.55MM) 1370MM X 910MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2354,BSEN SHEET CODE 8 (3.55MM) 1560MM X 1090MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2355,BSEN SHEET CODE 8 (3.55MM) 2000MM X 1340MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2356,BSEN SHEET CODE 8 (3.55MM) 2000MM X 350MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2357,BSEN SHEET CODE 8 (3.55MM) 2000MM X 840MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2358,BSEN SHEET CODE 8 (3.55MM) 2150MM X 1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2359,BSEN SHEET CODE 8 (3.55MM) 2400MM X 1200MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2360,BSEN SHEET CODE 8 (3.55MM) 2500MM X 1540MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2361,BSEN SHEET CODE 8 (3.55MM) 2500MM X 920MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2362,BSEN SHEET CODE 8 (3.55MM) 2700MM X 1010MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2363,BSEN SHEET CODE 8 (3.55MM) 3000MM X 450MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2364,BSEN SHEET CODE 8 (3.55MM) 3000MM X 60MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2365,BSEN SHEET CODE 8 (3.55MM) 3065MM X 1450MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2366,BSEN SHEET CODE 8 (3.55MM) 3110MM X 1370MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2367,BSEN SHEET CODE 8 (3.55MM) 3130MM X 1100MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2368,BSEN SHEET CODE 8 (3.55MM) 3325MM X 1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2369,BSEN SHEET CODE 8 (3.55MM) 3335MM X 1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2370,BSEN SHEET CODE 8 (3.55MM) 3613MM X 190MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2371,BSEN SHEET CODE 8 (3.55MM) 3613MM X 300MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2372,BSEN SHEET CODE 8 (3.55MM) 3690MM X 1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2373,BSEN SHEET CODE 8 (3.55MM) 3698MM X 1450MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2374,BSEN SHEET CODE 8 (3.55MM) 6000MM X 180MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2375,BSEN SHEET CODE 8 (3.55MM) 8200MM X 1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2376,BSEN12588:2006 CODE 7 LEAD STRIP,0.00,Prod. Order,EA,2376,Under Development,Item,3038,LEAD BS EN 12588:2006,4.,KG,Purchase,0.00
2377,CAST BAR ANTUCOYA 5605,0.00,Prod. Order,EA,2377,Under Development,Item,1193,ALLOY 5.5%SB,7.01,KG,Prod. Order,1.97
2378,CAST BAR ATLANTIC COPPER 3441.2,0.00,Prod. Order,EA,2378,Under Development,Item,1193,ALLOY 5.5%SB,14.95,KG,Prod. Order,1.97
2379,CAST BAR ATLANTIC COPPER 3482.2,0.00,Prod. Order,EA,2379,Under Development,Item,1193,ALLOY 5.5%SB,17.62,KG,Prod. Order,1.97
2380,CAST BAR AURUBIS 3356,0.00,Prod. Order,EA,2380,Under Development,Item,1193,ALLOY 5.5%SB,29.02,KG,Prod. Order,1.97
2381,CAST BAR AURUBIS 5608,0.00,Prod. Order,EA,2381,Under Development,Item,1193,ALLOY 5.5%SB,19.48,KG,Prod. Order,1.97
2382,CAST BAR AURUBIS 5610,0.00,Prod. Order,EA,2382,Under Development,Item,1193,ALLOY 5.5%SB,19.48,KG,Prod. Order,1.97
2383,CAST BAR BOLIDEN 3405.1,0.00,Prod. Order,EA,2383,Under Development,Item,1193,ALLOY 5.5%SB,16.824,KG,Prod. Order,1.97
2384,CAST BAR CHIYODA 3522,0.00,Prod. Order,EA,2384,Under Development,Item,3223,STEEL HOOK - ANODE CHIYODA 3522,2.,EA,Purchase,0.00
2385,CAST BAR EPCM 5552,0.00,Prod. Order,EA,2385,Under Development,Item,1193,ALLOY 5.5%SB,28.67,KG,Prod. Order,1.97
2386,CAST BAR FLORENCE 5566,0.00,Prod. Order,EA,2386,Under Development,Item,1193,ALLOY 5.5%SB,9.148,KG,Prod. Order,1.97
2387,CAST BAR KCC EW2 3412.1,0.00,Prod. Order,EA,2387,Under Development,Item,1193,ALLOY 5.5%SB,9.88,KG,Prod. Order,1.97
2388,CAST BAR KYZYL 5589.1,0.00,Prod. Order,EA,2388,Under Development,Item,1193,ALLOY 5.5%SB,9.148,KG,Prod. Order,1.97
2389,CAST BAR LISBON 5554,0.00,Prod. Order,EA,2389,Under Development,Item,1193,ALLOY 5.5%SB,7.665,KG,Prod. Order,1.97
2390,CAST BAR MASKEW 5564.1,0.00,Prod. Order,EA,2390,Under Development,Item,1193,ALLOY 5.5%SB,11.76,KG,Prod. Order,1.97
2391,CAST BAR MIMBULA 5587,0.00,Prod. Order,EA,2391,Under Development,Item,1193,ALLOY 5.5%SB,9.93,KG,Prod. Order,1.97
2392,CAST BAR MUTANDA 3429.1,0.00,Prod. Order,EA,2392,Under Development, ,,,0.,,Purchase,0.00
2393,CAST BAR MUTOSHI 5565.1,0.00,Prod. Order,EA,2393,Under Development,Item,1193,ALLOY 5.5%SB,9.148,KG,Prod. Order,1.97
2394,CAST BAR NORNICKEL 5616,0.00,Prod. Order,EA,2394,Under Development,Item,1193,ALLOY 5.5%SB,9.7,KG,Prod. Order,1.97
2395,CAST BAR OUTOTEC SILVER 3530,0.00,Prod. Order,EA,2395,Under Development,Item,1325,STEEL HOOK - ANODE OUTOTEC SILVER 3530,2.,EA,Purchase,8.85
2396,CAST BAR TATA WB613/25,0.00,Prod. Order,EA,2396,Under Development,Item,3229,WELD STRIP 4%SB 2%SN DIAMETER 11.75MM,100.,KG,Prod. Order,0.00
2397,CAST BAR TATA WB613/26,0.00,Prod. Order,EA,2397,Under Development,Item,3229,WELD STRIP 4%SB 2%SN DIAMETER 11.75MM,100.,KG,Prod. Order,0.00
2398,CASTING MOULD TOOL - ANODE 3522,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2399,CASTING MOULD TOOL - ANODE 5605,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2400,CHEMB 15.0MM BRITEC PO17554,0.00,Prod. Order,EA,2400,Under Development,Item,1005,LEAD CHEMB,55.384,KG,Purchase,1.72
2401,CHEMB 6.0MM BRITEC PO17626-27,0.00,Prod. Order,EA,2401,Under Development,Item,1005,LEAD CHEMB,311.62,KG,Purchase,1.72
2402,CHEMB BAR 50MM X 50MM X 500MM,0.00,Prod. Order,EA,2402,Certified,Item,1005,LEAD CHEMB,14.18,KG,Purchase,1.72
2403,CHEVRON 100MM X 20MM CHEMB,0.00,Prod. Order,EA,2403,Under Development, ,,,0.,,Purchase,0.00
