Item No.,Description,Current Unit Cost (LCY),Item Replenishment System,Base Unit of Measure,Production BOM No.,Status,Type,No.,Description1,Quantity per,BOM Unit of Measure Code,Line Item Replenishment System,BOM Unit Cost (LCY)
2030,BONDED 15.0MM PLASTERBOARD GS CODE 5 (2.24MM) 2400MM X 600MM,0.00,Prod. Order,EA,2030,Under Development,Item,1015,BSEN SHEET CODE 5 (2.24MM) 2390MM X 590MM,1.,EA,Purchase,68.55
2031,BONDED 15.0MM PLASTERBOARD MEGADECO CODE 3 (1.32MM) 2400MM X 600MM,0.00,Prod. Order,EA,2031,Under Development,Item,1210,BSEN SHEET CODE 3 (1.32MM) 2390MM X 590MM,1.,EA,Purchase,37.79
2032,BONDED 15.0MM PLASTERBOARD MEGADECO CODE 4 (1.8MM) 2400MM X 600MM,0.00,Prod. Order,EA,2032,Under Development,Item,1217,BSEN SHEET CODE 4 (1.8MM) 2390MM X 590MM,1.,EA,Purchase,55.12
2033,BONDED 15.0MM PLASTERBOARD MEGADECO CODE 5 (2.24MM) 2400MM X 600MM,0.00,Prod. Order,EA,2033,Under Development,Item,1015,BSEN SHEET CODE 5 (2.24MM) 2390MM X 590MM,1.,EA,Purchase,68.55
2034,BONDED 15.0MM PLASTERBOARD MEGADECO CODE 6 (2.65MM) 2400MM X 600MM,0.00,Prod. Order,EA,2034,Under Development,Item,1239,BSEN SHEET CODE 6 (2.65MM) 2390MM X 590MM,1.,EA,Purchase,79.87
2035,BONDED 15MM MARINE PLYWOOD CODE 6 (2.65MM) 1935MM X 600MM,0.00,Prod. Order,EA,2035,Under Development,Item,2274,BSEN SHEET CODE 6 (2.65MM) 1925MM X 590MM,1.,EA,Purchase,0.00
2036,BONDED 15MM PLYWOOD 5.0MM 1800MM X 100MM FULL COVERAGE,0.00,Prod. Order,EA,2036,Under Development,Item,2778,FLAT LEAD SHEET BSEN 5.0MM X 1800MM X 100MM,1.,EA,Prod. Order,0.00
2037,BONDED 15MM PLYWOOD 5.0MM 1800MM X 500MM FULL COVERAGE,0.00,Prod. Order,EA,2037,Under Development,Item,2779,FLAT LEAD SHEET BSEN 5.0MM X 1800MM X 500MM,1.,EA,Prod. Order,0.00
2038,BONDED 15MM PLYWOOD CODE 3 (1.32MM) 2400MM X 600MM,0.00,Prod. Order,EA,2038,Under Development,Item,1210,BSEN SHEET CODE 3 (1.32MM) 2390MM X 590MM,1.,EA,Purchase,37.79
2039,BONDED 15MM PLYWOOD CODE 5 (2.24MM) 2400MM X 600MM,0.00,Prod. Order,EA,2039,Under Development,Item,1015,BSEN SHEET CODE 5 (2.24MM) 2390MM X 590MM,1.,EA,Purchase,68.55
2040,BONDED 15MM PLYWOOD CODE 6 (2.65MM) 1935MM X 600MM,0.00,Prod. Order,EA,2040,Under Development,Item,2274,BSEN SHEET CODE 6 (2.65MM) 1925MM X 590MM,1.,EA,Purchase,0.00
2041,BONDED 15MM PLYWOOD CODE 6 (2.65MM) 2320MM X 600MM,0.00,Prod. Order,EA,2041,Under Development,Item,2281,BSEN SHEET CODE 6 (2.65MM) 2310MM X 590MM,1.,EA,Purchase,0.00
2042,BONDED 15MM PLYWOOD CODE 6 (2.65MM) 2400MM X 600MM,0.00,Prod. Order,EA,2042,Under Development,Item,1239,BSEN SHEET CODE 6 (2.65MM) 2390MM X 590MM,1.,EA,Purchase,79.87
2043,BONDED 25MM PLYWOOD 4.0MM 2400MM X 300MM,0.00,Prod. Order,EA,2043,Under Development,Item,2768,FLAT LEAD SHEET BSEN 4.0MM X 2400MM X 300MM,1.,EA,Prod. Order,0.00
2044,BONDED 25MM PLYWOOD 4.0MM 2400MM X 50MM,0.00,Prod. Order,EA,2044,Under Development,Item,2043,BONDED 25MM PLYWOOD 4.0MM 2400MM X 300MM,0.2,EA,Prod. Order,0.00
2045,BONDED 25MM PLYWOOD 5.0MM 2400MM X 300MM,0.00,Prod. Order,EA,2045,Under Development,Item,2782,FLAT LEAD SHEET BSEN 5.0MM X 2400MM X 300MM,1.,EA,Prod. Order,0.00
2046,BONDED 25MM PLYWOOD 5.0MM 2400MM X 50MM,0.00,Prod. Order,EA,2046,Certified,Item,2045,BONDED 25MM PLYWOOD 5.0MM 2400MM X 300MM,0.2,EA,Prod. Order,0.00
2046,BONDED 25MM PLYWOOD 5.0MM 2400MM X 50MM,0.00,Prod. Order,EA,2046,Certified,Item,3157,PLYWOOD 25MM X 2400MM X 300MM,0.2,EA,Purchase,0.00
2047,BONDED 25MM PLYWOOD 6.0MM 2400MM X 300MM,0.00,Prod. Order,EA,2047,Under Development,Item,2794,FLAT LEAD SHEET BSEN 6.0MM X 2400MM X 300MM,1.,EA,Prod. Order,0.00
2048,BONDED 25MM PLYWOOD 6.0MM 2400MM X 50MM,0.00,Prod. Order,EA,2048,Under Development,Item,2047,BONDED 25MM PLYWOOD 6.0MM 2400MM X 300MM,0.2,EA,Prod. Order,0.00
2049,BONDED 25MM PLYWOOD CODE 3 (1.32MM) 2400MM X 460MM,38.83,Prod. Order,EA,2049,Certified,Item,1211,BSEN SHEET CODE 3 (1.32MM) 2400MM X 460MM,1.,EA,Purchase,33.98
2050,BONDED 25MM PLYWOOD CODE 3 (1.32MM) 2400MM X 536MM,0.00,Prod. Order,EA,2050,Under Development,Item,2154,BSEN SHEET CODE 3 (1.32MM) 2400MM X 536MM,1.,EA,Purchase,0.00
2051,BONDED 25MM PLYWOOD CODE 4 (1.8MM) 2400MM X 460MM,46.00,Prod. Order,EA,2051,Certified,Item,1218,BSEN SHEET CODE 4 (1.8MM) 2400MM X 460MM,1.,EA,Purchase,46.00
2051,BONDED 25MM PLYWOOD CODE 4 (1.8MM) 2400MM X 460MM,46.00,Prod. Order,EA,2051,Certified,Item,1323,PLYWOOD 25MM X 2400MM X 460MM,1.,EA,Purchase,21.97
2052,BONDED 25MM PLYWOOD CODE 4 (1.8MM) 2400MM X 536MM,0.00,Prod. Order,EA,2052,Under Development,Item,1219,BSEN SHEET CODE 4 (1.8MM) 2400MM X 536MM,1.,EA,Purchase,51.64
2053,BONDED 25MM PLYWOOD CODE 5 (2.24MM) 2400MM X 460MM,56.00,Prod. Order,EA,2053,Certified,Item,1229,BSEN SHEET CODE 5 (2.24MM) 2400MM X 460MM,1.,EA,Purchase,56.00
2054,BONDED 25MM PLYWOOD CODE 5 (2.24MM) 2400MM X 536MM,0.00,Prod. Order,EA,2054,Under Development,Item,2236,BSEN SHEET CODE 5 (2.24MM) 2400MM X 536MM,1.,EA,Purchase,0.00
2055,BONDED 25MM PLYWOOD CODE 5 (2.24MM) 2440MM X 460MM,0.00,Prod. Order,EA,2055,Under Development,Item,2240,BSEN SHEET CODE 5 (2.24MM) 2440MM X 460MM,1.,EA,Purchase,0.00
2056,BONDED 25MM PLYWOOD CODE 5 (2.24MM) 2440MM X 50MM,0.00,Prod. Order,EA,2056,Under Development,Item,2055,BONDED 25MM PLYWOOD CODE 5 (2.24MM) 2440MM X 460MM,0.125,EA,Prod. Order,0.00
2057,BONDED 25MM PLYWOOD CODE 5 (2.24MM) 2440MM X 536MM,0.00,Prod. Order,EA,2057,Under Development,Item,2241,BSEN SHEET CODE 5 (2.24MM) 2440MM X 536MM,1.,EA,Purchase,0.00
2058,BONDED 25MM PLYWOOD CODE 6 (2.65MM) 2400MM X 428MM,0.00,Prod. Order,EA,2058,Under Development,Item,1240,BSEN SHEET CODE 6 (2.65MM) 2400MM X 428MM,1.,EA,Purchase,61.35
2059,BONDED 25MM PLYWOOD CODE 6 (2.65MM) 2400MM X 460MM,0.00,Prod. Order,EA,2059,Under Development,Item,1241,BSEN SHEET CODE 6 (2.65MM) 2400MM X 460MM,1.,EA,Purchase,66.00
2060,BONDED 25MM PLYWOOD CODE 7 (3.15MM) 2400MM X 460MM,0.00,Prod. Order,EA,2060,Under Development,Item,2342,BSEN SHEET CODE 7 (3.15MM) 2400MM X 460MM,1.,EA,Purchase,0.00
2061,BONDED 9MM PLYWOOD 6.0MM BRITEC PO17988,0.00,Prod. Order,EA,2061,Under Development,Item,2804,FLAT LEAD SHEET BSEN 6.0MM X 699MM X 445MM,1.,EA,Prod. Order,0.00
2062,BONDED 9MM PLYWOOD 6MM 718MM X 495MM,0.00,Prod. Order,EA,2062,Under Development,Item,2805,FLAT LEAD SHEET BSEN 6.0MM X 708MM X 485MM,1.,EA,Prod. Order,0.00
2063,BONDED 9MM PLYWOOD 6MM 718MM X 495MM FULL COVERAGE,0.00,Prod. Order,EA,2063,Under Development,Item,2807,FLAT LEAD SHEET BSEN 6.0MM X 718MM X 495MM,1.,EA,Prod. Order,0.00
2064,BONDED 9MM PLYWOOD 6MM 718MM X 573MM,0.00,Prod. Order,EA,2064,Under Development,Item,2806,FLAT LEAD SHEET BSEN 6.0MM X 708MM X 563MM,1.,EA,Prod. Order,0.00
2065,BONDED 9MM PLYWOOD 6MM 718MM X 573MM FULL COVERAGE,0.00,Prod. Order,EA,2065,Under Development,Item,2808,FLAT LEAD SHEET BSEN 6.0MM X 718MM X 573MM,1.,EA,Prod. Order,0.00
2066,BONDED 9MM PLYWOOD 6MM 990MM X 589MM,0.00,Prod. Order,EA,2066,Under Development,Item,2810,FLAT LEAD SHEET BSEN 6.0MM X 980MM X 579MM,1.,EA,Prod. Order,0.00
2067,BONDED 9MM PLYWOOD 6MM 990MM X 589MM FULL COVERAGE,0.00,Prod. Order,EA,2067,Under Development,Item,2811,FLAT LEAD SHEET BSEN 6.0MM X 990MM X 589MM,1.,EA,Prod. Order,0.00
2068,BONDED 9MM PLYWOOD CODE 5 (2.24MM) 1200MM X 600MM,0.00,Prod. Order,EA,2068,Under Development,Item,1225,BSEN SHEET CODE 5 (2.24MM) 1190MM X 590MM,1.,EA,Purchase,35.55
2069,BONDED 9MM PLYWOOD CODE 5 (2.24MM) 2400MM X 460MM,0.00,Prod. Order,EA,2069,Under Development,Item,1229,BSEN SHEET CODE 5 (2.24MM) 2400MM X 460MM,1.,EA,Purchase,56.00
2070,BONDED 9MM PLYWOOD CODE 5 (2.24MM) 2400MM X 50MM,0.00,Prod. Order,EA,2070,Under Development,Item,2069,BONDED 9MM PLYWOOD CODE 5 (2.24MM) 2400MM X 460MM,0.125,EA,Prod. Order,0.00
2071,BONDED 9MM PLYWOOD CODE 5 (2.24MM) 2400MM X 600MM,0.00,Prod. Order,EA,2071,Under Development,Item,1015,BSEN SHEET CODE 5 (2.24MM) 2390MM X 590MM,1.,EA,Purchase,68.55
2072,BONDED 9MM PLYWOOD CODE 6 (2.65MM) 1036MM X 600MM,0.00,Prod. Order,EA,2072,Under Development,Item,2276,BSEN SHEET CODE 6 (2.65MM) 2072MM X 600MM,0.5,EA,Purchase,0.00
2073,BONDED 9MM PLYWOOD CODE 6 (2.65MM) 2400MM X 460MM,0.00,Prod. Order,EA,2073,Under Development,Item,1241,BSEN SHEET CODE 6 (2.65MM) 2400MM X 460MM,1.,EA,Purchase,66.00
2074,BONDED 9MM PLYWOOD CODE 6 (2.65MM) 2400MM X 50MM,0.00,Prod. Order,EA,2074,Under Development,Item,2073,BONDED 9MM PLYWOOD CODE 6 (2.65MM) 2400MM X 460MM,0.125,EA,Prod. Order,0.00
2075,BONDED 9MM PLYWOOD CODE 6 (2.65MM) 2400MM X 600MM,0.00,Prod. Order,EA,2075,Under Development,Item,1239,BSEN SHEET CODE 6 (2.65MM) 2390MM X 590MM,1.,EA,Purchase,79.87
2076,BONDED 9MM PLYWOOD CODE 6 (2.65MM) 600MM X 100MM,0.00,Prod. Order,EA,2076,Under Development,Item,2072,BONDED 9MM PLYWOOD CODE 6 (2.65MM) 1036MM X 600MM,0.1,EA,Prod. Order,0.00
2077,BONDED 9MM PLYWOOD CODE 7 (3.15MM) 2400MM X 600MM,0.00,Prod. Order,EA,2077,Under Development,Item,2339,BSEN SHEET CODE 7 (3.15MM) 2390MM X 590MM,1.,EA,Purchase,0.00
2078,BONDED 9MM PLYWOOD INV POPLAR CODE 5 (2.24MM) 2440MM X 600MM,0.00,Prod. Order,EA,2078,Under Development,Item,2287,BSEN SHEET CODE 6 (2.65MM) 2430MM X 590MM,1.,EA,Purchase,0.00
2079,BRICK- 50X50X100 DRG 01019543,0.00,Prod. Order,EA,2079,Under Development,Item,1297,LEAD CHEMA,5.2,KG,Purchase,1.51
2080,BRICK- 50X50X100 DRG 01019543,0.00,Prod. Order,EA,2080,Under Development,Item,2079,BRICK- 50X50X100 DRG 01019543,1.,EA,Prod. Order,0.00
2081,BRICK COLLIMATOR HOLE 100X100X50  DRG 01019258,0.00,Prod. Order,EA,2081,Under Development,Item,2082,BRICK COLLIMATOR HOLE 100X100X50  DRG 01019258,1.,EA,Prod. Order,0.00
2082,BRICK COLLIMATOR HOLE 100X100X50  DRG 01019258,0.00,Prod. Order,EA,2082,Under Development,Item,1297,LEAD CHEMA,8.25,KG,Purchase,1.51
2083,BSEN BLOCK,0.00,Purchase,KG,,New, ,,,0.,,Purchase,0.00
2084,BSEN ROLLED SHEET 1.30MM X 1025MM X 70MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2085,BSEN ROLLED SHEET 1.30MM X 1246MM X 1057MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2086,BSEN ROLLED SHEET 1.30MM X 1380MM X 435MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2087,BSEN ROLLED SHEET 1.30MM X 1430MM X 510MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2088,BSEN ROLLED SHEET 1.30MM X 1760MM X 145MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2089,BSEN ROLLED SHEET 1.30MM X 2000MM X 75MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2090,BSEN ROLLED SHEET 2.0MM X 2000MM X 1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2091,BSEN SHEET 1.30MM X 1270MM X 510MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2092,BSEN SHEET 1.30MM X 1330MM X 1260MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2093,BSEN SHEET 1.30MM X 1340MM X 1270MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2094,BSEN SHEET 1.30MM X 2020MM X 635MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2095,BSEN SHEET 1.30MM X 2045MM X 145MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2096,BSEN SHEET 1.30MM X 2060MM X 145MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2097,BSEN SHEET 1.30MM X 3000MM X 150MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2098,BSEN SHEET 1.30MM X 3000MM X 175MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2099,BSEN SHEET 1.30MM X 3000MM X 400MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2100,BSEN SHEET 1.30MM X 3000MM X 55MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2101,BSEN SHEET 1.30MM X 3000MM X 570MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2102,BSEN SHEET 1.30MM X 3000MM X 60MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2103,BSEN SHEET 1.30MM X 3000MM X 80MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2104,BSEN SHEET 1.30MM X 5450MM X 95MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2105,BSEN SHEET 4.0MM 1600MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2106,BSEN SHEET 4.0MM 2000MM X 350MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2107,BSEN SHEET 4.0MM 2000MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2108,BSEN SHEET 4.0MM 2290MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2109,BSEN SHEET 4.0MM 2390MM X 590MM,0.00,Prod. Order,EA,2109,Certified,Item,1292,LEAD BOBBIN 4.0MM,63.96,KG,Purchase,1.87
2110,BSEN SHEET 4.0MM 2400MM X 300MM,0.00,Prod. Order,EA,2110,Certified,Item,1292,LEAD BOBBIN 4.0MM,32.66,KG,Purchase,1.87
2111,BSEN SHEET 4.0MM 3000MM X 150MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2112,BSEN SHEET 4.0MM 6000MM X 300MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2113,BSEN SHEET 4.0MM 6000MM X 450MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2114,BSEN SHEET 5.0MM 1000MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2115,BSEN SHEET 5.0MM 2000MM X 600MM,118.80,Purchase,EA,2115,Certified,Item,2083,BSEN BLOCK,68.04,KG,Purchase,0.00
2116,BSEN SHEET 5.0MM 3000MM X 150MM,44.63,Purchase,EA,2116,Certified,Item,2083,BSEN BLOCK,25.52,KG,Purchase,0.00
2117,BSEN SHEET 5.0MM 3000MM X 60MM,17.80,Purchase,EA,2117,Certified,Item,2083,BSEN BLOCK,10.21,KG,Purchase,0.00
2118,BSEN SHEET 5.0MM 4000MM X 150MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2119,BSEN SHEET 5.0MM 6000MM X 60MM,0.00,Prod. Order,EA,2119,Certified,Item,3033,LEAD BOBBIN 5.0MM,20.41,KG,Purchase,1.87
2120,BSEN SHEET 6.0MM 1580MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2121,BSEN SHEET 6.0MM 1600MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2122,BSEN SHEET 6.0MM 3000MM X 150MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2123,BSEN SHEET 6.0MM 3000MM X 60MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2124,BSEN SHEET 6MM X 2400MM X 300MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2125,BSEN SHEET C1.30MM X 2020MM X 655MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2126,BSEN SHEET CD8 (3.55MM) 1050MM X 300MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2127,BSEN SHEET CODE 1.0MM 1200MM X 600MM,14.54,Prod. Order,EA,2127,Certified,Item,1288,LEAD BOBBIN 1.0MM,8.16,KG,Purchase,1.80
2128,BSEN SHEET CODE 1.0MM 2500MM X 1500MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2129,BSEN SHEET CODE 1.3MM 1250MM X 400MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2130,BSEN SHEET CODE 1.3MM 1270MM X 510MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2131,BSEN SHEET CODE 1.3MM 1340MM X 1270MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2132,BSEN SHEET CODE 1.3MM 2020MM X 420MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2133,BSEN SHEET CODE 1.3MM 3510MM X 180MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2134,BSEN SHEET CODE 1.3MM 5450MM X 95MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2135,BSEN SHEET CODE 3 (1.32MM) 1180MM X 540MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2136,BSEN SHEET CODE 3 (1.32MM) 1190MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2137,BSEN SHEET CODE 3 (1.32MM) 1200MM X 740MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2138,BSEN SHEET CODE 3 (1.32MM) 1600MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2139,BSEN SHEET CODE 3 (1.32MM) 1690MM X 590MM,27.27,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2140,BSEN SHEET CODE 3 (1.32MM) 1780MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2141,BSEN SHEET CODE 3 (1.32MM) 1800MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2142,BSEN SHEET CODE 3 (1.32MM) 1880MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2143,BSEN SHEET CODE 3 (1.32MM) 1990MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2144,BSEN SHEET CODE 3 (1.32MM) 2100MM X 1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2145,BSEN SHEET CODE 3 (1.32MM) 2100MM X 1200MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2146,BSEN SHEET CODE 3 (1.32MM) 2100MM X 1220MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2147,BSEN SHEET CODE 3 (1.32MM) 2100MM X 850MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2149,BSEN SHEET CODE 3 (1.32MM) 2150MM X 1000MM,62.64,Purchase,EA,2149,Certified,Item,2083,BSEN BLOCK,32.18,KG,Purchase,0.00
2151,BSEN SHEET CODE 3 (1.32MM) 2300MM X 950MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2152,BSEN SHEET CODE 3 (1.32MM) 2400MM X 1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2153,BSEN SHEET CODE 3 (1.32MM) 2400MM X 1200MM,84.17,Purchase,EA,2153,Certified,Item,3036,LEAD BOBBIN CD3,43.11,KG,Purchase,0.00
2154,BSEN SHEET CODE 3 (1.32MM) 2400MM X 536MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2155,BSEN SHEET CODE 3 (1.32MM) 2400MM X 620MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2156,BSEN SHEET CODE 3 (1.32MM) 2400MM X 850MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2157,BSEN SHEET CODE 3 (1.32MM) 2490MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2158,BSEN SHEET CODE 3 (1.32MM) 2540MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2159,BSEN SHEET CODE 3 (1.32MM) 2590MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2160,BSEN SHEET CODE 3 (1.32MM) 2690MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2161,BSEN SHEET CODE 3 (1.32MM) 3000MM X 1600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2162,BSEN SHEET CODE 3 (1.32MM) 3000MM X 600MM,49.09,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2163,BSEN SHEET CODE 3 (1.32MM) 3000MM X 60MM,0.00,Prod. Order,EA,2163,Certified,Item,2161,BSEN SHEET CODE 3 (1.32MM) 3000MM X 1600MM,0.04,EA,Purchase,0.00
2164,BSEN SHEET CODE 3 (1.32MM) 5000MM X 100MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2166,BSEN SHEET CODE 3 (1.32MM) 6000MM X 300MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2167,BSEN SHEET CODE 3 (1.32MM) 6000MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2168,BSEN SHEET CODE 3 (1.32MM) 6000MM X 70MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2170,BSEN SHEET CODE 4 (1.32MM) 2150MM X 1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2171,BSEN SHEET CODE 4 (1.32MM) 2400MM X 1200MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2172,BSEN SHEET CODE 4 (1.80MM) 2200MM X 920MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2173,BSEN SHEET CODE 4 (1.8MM) 1440MM X 590MM,32.31,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2174,BSEN SHEET CODE 4 (1.8MM) 1540MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2175,BSEN SHEET CODE 4 (1.8MM) 1580MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2176,BSEN SHEET CODE 4 (1.8MM) 1780MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2177,BSEN SHEET CODE 4 (1.8MM) 1880MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2178,BSEN SHEET CODE 4 (1.8MM) 1990MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2179,BSEN SHEET CODE 4 (1.8MM) 2000MM X 1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2180,BSEN SHEET CODE 4 (1.8MM) 2000MM X 620MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2181,BSEN SHEET CODE 4 (1.8MM) 2100MM X 850MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2183,BSEN SHEET CODE 4 (1.8MM) 2400MM X 620MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2184,BSEN SHEET CODE 4 (1.8MM) 2690MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2185,BSEN SHEET CODE 4 (1.8MM) 2990MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2186,BSEN SHEET CODE 4 (1.8MM) 3000MM X 1600MM,0.00,Prod. Order,EA,2186,Under Development, ,,,0.,,Purchase,0.00
2187,BSEN SHEET CODE 4 (1.8MM) 3000MM X 300MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2188,BSEN SHEET CODE 4 (1.8MM) 3000MM X 60MM,0.00,Prod. Order,EA,2188,Certified,Item,2186,BSEN SHEET CODE 4 (1.8MM) 3000MM X 1600MM,0.04,EA,Prod. Order,0.00
2189,BSEN SHEET CODE 4 (1.8MM) 4000MM X 1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2191,BSEN SHEET CODE 4 (1.8MM) 6000MM X 300MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2192,BSEN SHEET CODE 4 (1.8MM) 6000MM X 450MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2193,BSEN SHEET CODE 4 (1.8MM) 6000MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2194,BSENS-CD4-6000X70,32.48,Purchase,EA,2194,Certified,Item,1223,BSEN SHEET CODE 4 (1.8MM) 6000MM X 1600MM,0.04375,EA,Purchase,384.38
2196,BSEN SHEET CODE 5 (2.24MM) 1000MM X 1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2197,BSEN SHEET CODE 5 (2.24MM) 1140MM X 590MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2198,BSEN SHEET CODE 5 (2.24MM) 1180MM X 390MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2199,BSEN SHEET CODE 5 (2.24MM) 1190MM X 390MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2200,BSEN SHEET CODE 5 (2.24MM) 1200MM X 390MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
